Timestamp,Sistema_Activo,Ref_Temp,Med_Temp,PWM_Temp,Ref_Vel,Med_Vel,PWM_Motor
18:55:14,Temperatura,32.5,25.00,100.0,350.0,0.0,0.0
18:55:15,Temperatura,32.5,25.00,100.0,350.0,0.0,0.0
18:55:15,Temperatura,32.5,25.00,100.0,350.0,0.0,0.0
18:55:16,Temperatura,32.5,25.00,100.0,350.0,0.0,0.0
18:55:17,Temperatura,32.5,25.00,100.0,350.0,0.0,0.0
18:55:17,Temperatura,32.5,25.00,100.0,350.0,0.0,0.0
18:55:18,Temperatura,32.5,25.00,100.0,350.0,0.0,0.0
18:55:18,Temperatura,32.5,25.00,100.0,350.0,0.0,0.0
18:55:19,Temperatura,32.5,25.00,100.0,350.0,0.0,0.0
18:55:19,Temperatura,32.5,25.00,100.0,350.0,0.0,0.0
18:55:20,Temperatura,32.5,25.00,100.0,350.0,0.0,0.0
18:55:20,Temperatura,32.5,25.00,100.0,350.0,0.0,0.0
18:55:21,Temperatura,32.5,25.00,100.0,350.0,0.0,0.0
18:55:22,Temperatura,32.5,25.00,100.0,350.0,0.0,0.0
